"IDSCENARIOS","IDYEARS","REGION_4LETTER","REGION_4LETTER_LABEL","PM25_ANTHROP","PM25_SELF","PM25_EXPORT"
"Decarb",2030,"THAI","Thailand",2.55,2.011,0.586
"Decarb",2030,"TURK","Turkey",6.25,3.786,1.253
"Decarb",2030,"UKRA","Ukraine",3.45,1.254,1.653
"Decarb",2030,"UNKI","United Kingdom",2.96,1.732,1.874
"Decarb",2030,"URUG","Uruguay",1.07,0.871,0.064
"Decarb",2030,"USAM","United States of America",2.37,2.199,0.674
"Decarb",2030,"VENE","Venezuela (Bolivarian Republic of)",2.22,2.102,0.07
"Decarb",2030,"VIET","Vietnam",6.3,5.006,1.034
"Decarb",2030,"WAFR","Western Africa (excl Nigeria)",1.63,1.447,0.076
"Baseline",2035,"AFGH","Afghanistan",60.42,59.573,2.468
"Baseline",2035,"ALBA","Albania",10.21,6.707,0.767
"Baseline",2035,"ARGE","Argentina",3.31,2.831,0.38
"Baseline",2035,"ARME","Armenia",10.15,6.366,0.477
"Baseline",2035,"AUST","Austria",5.12,1.969,1.512
"Baseline",2035,"AUTR","Australia",1.96,1.876,0.047
"Baseline",2035,"AZER","Azerbaijan",7.74,4.247,1.366
"Baseline",2035,"BANG","Bangladesh",53.78,34.051,1.708
"Baseline",2035,"BELA","Belarus",7.17,3.736,1.492
"Baseline",2035,"BELG","Belgium",6.38,2.379,1.913
"Baseline",2035,"BHUT","Bhutan",13.28,7.448,0.666
"Baseline",2035,"BOHE","Bosnia and Herzegovina",11.74,8.498,1.994
"Baseline",2035,"BOLV","Bolivia (Plurinational State of)",3.15,3.039,0.004
"Baseline",2035,"BRAZ","Brazil",5.87,5.806,1.323
"Baseline",2035,"BRUN","Brunei Darussalam",5.49,3.273,0.116
"Baseline",2035,"BULG","Bulgaria",7.17,3.404,1.122
"Baseline",2035,"CAMB","Cambodia",8.35,5.598,0.27
"Baseline",2035,"CANA","Canada",6.3,4.838,0.202
"Baseline",2035,"CARB","Caribbean",4.07,3.914,0.191
"Baseline",2035,"CEAM","Central America",7.16,7.059,0.023
"Baseline",2035,"CHIL","Chile",15.91,15.801,0.169
"Baseline",2035,"CHIN","China",22.96,22.085,15.101
"Baseline",2035,"COLO","Colombia",6.52,6.27,0.029
"Baseline",2035,"CROA","Croatia",6.96,2.608,1.307
"Baseline",2035,"CYPR","Cyprus",6.55,0.553,0.003
"Baseline",2035,"CZRE","Czech Republic",7.25,3.836,2.609
"Baseline",2035,"DENM","Denmark",4.13,1.427,0.497
"Baseline",2035,"EAFR","Eastern Africa (excl Kenya, Tanzania)",7.89,6.973,0.537
"Baseline",2035,"ECUA","Ecuador",3.61,3.459,0.008
"Baseline",2035,"EGYP","Egypt",17.24,15.393,1.878
"Baseline",2035,"ESTO","Estonia",3.45,1.105,0.059
"Baseline",2035,"FINL","Finland",2.83,1.119,0.192
"Baseline",2035,"FRAN","France",5.39,3.375,5.897
"Baseline",2035,"GEOR","Georgia",6.75,3.865,0.371
"Baseline",2035,"GERM","Germany",5.15,2.737,9.524
"Baseline",2035,"GREE","Greece",7.23,3.039,0.652
"Baseline",2035,"HUNG","Hungary",8.15,3.871,2.705
"Baseline",2035,"ICEL","Iceland",3.03,2.159,0.026
"Baseline",2035,"INDI","India",35.49,29.631,38.648
"Baseline",2035,"INDO","Indonesia",45.88,45.621,5.188
"Baseline",2035,"IRAN","Iran",27.24,26.208,2.43
"Baseline",2035,"IREL","Ireland",2.27,0.815,0.198
"Baseline",2035,"ISRA","Israel",15.41,12.334,1.157
"Baseline",2035,"ITAL","Italy",7.74,4.979,3.515
"Baseline",2035,"JAPA","Japan",6.28,5.139,0.034
"Baseline",2035,"KENY","Kenya",8.34,7.78,0.321
"Baseline",2035,"KORS","Republic of Korea",21.27,13.172,0.941
"Baseline",2035,"KOSO","Kosovo",19.25,15.459,1.521
"Baseline",2035,"LAOS","Laos",6.05,2.575,0.391
"Baseline",2035,"LATV","Latvia",4.96,2.218,0.207
"Baseline",2035,"LITH","Lithuania",4.63,1.341,0.384
"Baseline",2035,"LUXE","Luxembourg",4.8,0.813,0.057
"Baseline",2035,"MACE","TFYR Macedonia",10.92,7.344,0.885
"Baseline",2035,"MALA","Malaysia",28.59,27.178,8.156
"Baseline",2035,"MALT","Malta",7.66,1.16,0
"Baseline",2035,"MEXI","Mexico",9.69,9.454,0.048
"Baseline",2035,"MIDE","Middle East",11.81,9.749,4.456
"Baseline",2035,"MOLD","Republic of Moldova",9.18,4.02,0.287
"Baseline",2035,"MONG","Mongolia",10.38,10.111,0.142
"Baseline",2035,"MONT","Montenegro",10.61,7.386,0.14
"Baseline",2035,"MYAN","Myanmar",8.76,6.27,0.32
"Baseline",2035,"NAFR","Northern Africa (excl Egypt)",14.17,13.568,0.54
"Baseline",2035,"NEPA","Nepal",40.02,26.806,2.034
"Baseline",2035,"NETH","Netherlands",6.58,2.412,1.758
"Baseline",2035,"NIGE","Nigeria",17.9,17.509,1.064
"Baseline",2035,"NORW","Norway",2.28,0.955,0.206
"Baseline",2035,"NZEL","New Zealand",1.18,1.127,0
"Baseline",2035,"PAKI","Pakistan",50.04,44.646,6.773
"Baseline",2035,"PARA","Paraguay",4.81,3.848,0.023
"Baseline",2035,"PERU","Peru",11.54,11.284,0.186
"Baseline",2035,"PHIL","Philippines",10.56,10.477,0.568
"Baseline",2035,"POLA","Poland",6.99,4.138,7.002
"Baseline",2035,"PORT","Portugal",4.98,2.807,0.08
"Baseline",2035,"ROMA","Romania",9.77,6.292,4.092
"Baseline",2035,"RSAF","Remaining Southern Africa",5.71,5.426,0.758
"Baseline",2035,"RUSS","Russian Federation",7.57,5.743,6.854
"Baseline",2035,"SAAR","Saudi Arabia",7.31,4.421,1.301
"Baseline",2035,"SAFR","South Africa",7.09,6.51,0.247
"Baseline",2035,"SERB","Serbia",11.05,7.123,4.366
"Baseline",2035,"SING","Singapore",13.48,3.219,0.499
"Baseline",2035,"SKRE","Slovakia",6.11,1.847,1.066
"Baseline",2035,"SLOV","Slovenia",9.88,6.064,0.79
"Baseline",2035,"SPAI","Spain",5.16,2.851,0.872
"Baseline",2035,"SRIL","Sri Lanka",7.75,7.172,0.006
"Baseline",2035,"SWED","Sweden",2.92,0.884,0.385
"Baseline",2035,"SWIT","Switzerland",5.51,3.054,0.465
"Baseline",2035,"TAIW","Taiwan",15.79,14.097,0.075
"Baseline",2035,"TANZ","United Republic of Tanzania",6.91,6.526,0.463
"Baseline",2035,"THAI","Thailand",10.93,9.5,2.966
"Baseline",2035,"TURK","Turkey",12.58,9.537,5.624
"Baseline",2035,"UKRA","Ukraine",7.58,4.27,7.148
"Baseline",2035,"UNKI","United Kingdom",4.18,2.59,2.942
"Baseline",2035,"URUG","Uruguay",3.96,3.463,0.204
"Baseline",2035,"USAM","United States of America",4.64,4.34,1.497
"Baseline",2035,"VENE","Venezuela (Bolivarian Republic of)",7.28,7.049,0.2
"Baseline",2035,"VIET","Vietnam",21.67,18.936,3.546
"Baseline",2035,"WAFR","Western Africa (excl Nigeria)",8.18,7.386,0.33
"Decarb",2035,"AFGH","Afghanistan",7.34,7.166,0.323
"Decarb",2035,"ALBA","Albania",4,1.663,0.177
"Decarb",2035,"ARGE","Argentina",1.1,0.929,0.103
"Decarb",2035,"ARME","Armenia",5.27,2.859,0.252
"Decarb",2035,"AUST","Austria",3.07,1.107,0.764
"Decarb",2035,"AUTR","Australia",0.84,0.762,0.016
"Decarb",2035,"AZER","Azerbaijan",3.81,1.352,0.469
"Decarb",2035,"BANG","Bangladesh",12.48,7.64,0.469
"Decarb",2035,"BELA","Belarus",2.91,0.976,0.406
"Decarb",2035,"BELG","Belgium",3.73,1.227,0.913
"Decarb",2035,"BHUT","Bhutan",2.95,1.399,0.085
"Decarb",2035,"BOHE","Bosnia and Herzegovina",3.87,1.838,0.507
"Decarb",2035,"BOLV","Bolivia (Plurinational State of)",0.87,0.818,0.001
"Decarb",2035,"BRAZ","Brazil",1.76,1.689,0.414
"Decarb",2035,"BRUN","Brunei Darussalam",1.46,0.801,0.032
"Decarb",2035,"BULG","Bulgaria",3.24,1.166,0.317
"Decarb",2035,"CAMB","Cambodia",1.4,0.774,0.059
"Decarb",2035,"CANA","Canada",2.26,1.645,0.086
"Decarb",2035,"CARB","Caribbean",0.96,0.821,0.036
"Decarb",2035,"CEAM","Central America",1.43,1.373,0.004
"Decarb",2035,"CHIL","Chile",5.86,5.805,0.097
"Decarb",2035,"CHIN","China",10.26,9.649,6.474
"Decarb",2035,"COLO","Colombia",1.91,1.815,0.006
"Decarb",2035,"CROA","Croatia",3.49,1.056,0.494
"Decarb",2035,"CYPR","Cyprus",4.3,0.221,0.001
"Decarb",2035,"CZRE","Czech Republic",4.07,2.131,1.296
"Decarb",2035,"DENM","Denmark",2.44,0.719,0.234
"Decarb",2035,"EAFR","Eastern Africa (excl Kenya, Tanzania)",1,0.807,0.049
"Decarb",2035,"ECUA","Ecuador",1.06,0.963,0.002
"Decarb",2035,"EGYP","Egypt",3.74,2.881,0.42
"Decarb",2035,"ESTO","Estonia",2.11,0.568,0.027
"Decarb",2035,"FINL","Finland",1.85,0.569,0.088
"Decarb",2035,"FRAN","France",3.58,2.104,3.45
"Decarb",2035,"GEOR","Georgia",3.56,1.898,0.177
"Decarb",2035,"GERM","Germany",3.05,1.534,5.199
"Decarb",2035,"GREE","Greece",4.84,1.941,0.276
"Decarb",2035,"HUNG","Hungary",4.65,2.43,1.461
"Decarb",2035,"ICEL","Iceland",2.54,1.679,0.022
"Decarb",2035,"INDI","India",8.47,7.306,9.847
"Decarb",2035,"INDO","Indonesia",8.48,8.284,0.717
"Decarb",2035,"IRAN","Iran",5.62,5.382,0.581
"Decarb",2035,"IREL","Ireland",1.62,0.503,0.097
"Decarb",2035,"ISRA","Israel",4.03,3.212,0.181
"Decarb",2035,"ITAL","Italy",5.26,2.929,1.753
"Decarb",2035,"JAPA","Japan",2.99,2.276,0.014
"Decarb",2035,"KENY","Kenya",1.79,1.698,0.06
"Decarb",2035,"KORS","Republic of Korea",9.32,5.462,0.396
"Decarb",2035,"KOSO","Kosovo",4.66,2.586,0.227
"Decarb",2035,"LAOS","Laos",1.25,0.389,0.059
"Decarb",2035,"LATV","Latvia",2.61,1.005,0.107
"Decarb",2035,"LITH","Lithuania",2.35,0.564,0.132
"Decarb",2035,"LUXE","Luxembourg",2.98,0.56,0.029
"Decarb",2035,"MACE","TFYR Macedonia",3.64,1.74,0.249
"Decarb",2035,"MALA","Malaysia",5.94,5.492,1.733
"Decarb",2035,"MALT","Malta",6.41,0.425,0
"Decarb",2035,"MEXI","Mexico",2.6,2.483,0.012
"Decarb",2035,"MIDE","Middle East",2.19,1.617,0.915
"Decarb",2035,"MOLD","Republic of Moldova",3.4,0.973,0.072
"Decarb",2035,"MONG","Mongolia",2.28,2.213,0.04
"Decarb",2035,"MONT","Montenegro",3.55,1.369,0.039
"Decarb",2035,"MYAN","Myanmar",1.73,1.126,0.08
"Decarb",2035,"NAFR","Northern Africa (excl Egypt)",2.14,1.602,0.1
"Decarb",2035,"NEPA","Nepal",7.95,4.668,0.409
"Decarb",2035,"NETH","Netherlands",3.96,1.388,0.89
"Decarb",2035,"NIGE","Nigeria",1.77,1.653,0.163
"Decarb",2035,"NORW","Norway",1.54,0.439,0.065
"Decarb",2035,"NZEL","New Zealand",0.45,0.395,0
"Decarb",2035,"PAKI","Pakistan",8.12,6.905,1.161
"Decarb",2035,"PARA","Paraguay",1.13,0.843,0.005
"Decarb",2035,"PERU","Peru",2.94,2.751,0.08
"Decarb",2035,"PHIL","Philippines",2.06,1.973,0.128
"Decarb",2035,"POLA","Poland",3.28,1.595,2.446
"Decarb",2035,"PORT","Portugal",3.57,1.642,0.033
"Decarb",2035,"ROMA","Romania",4.74,2.879,1.601
"Decarb",2035,"RSAF","Remaining Southern Africa",0.74,0.618,0.115
"Decarb",2035,"RUSS","Russian Federation",3.18,1.822,1.743
"Decarb",2035,"SAAR","Saudi Arabia",1.43,0.68,0.263
"Decarb",2035,"SAFR","South Africa",1.91,1.77,0.102
"Decarb",2035,"SERB","Serbia",3.82,1.685,1.205
"Decarb",2035,"SING","Singapore",2.7,0.638,0.136
"Decarb",2035,"SKRE","Slovakia",3.41,1.124,0.487
"Decarb",2035,"SLOV","Slovenia",4.22,1.907,0.277
"Decarb",2035,"SPAI","Spain",3.7,1.551,0.438
"Decarb",2035,"SRIL","Sri Lanka",1.34,1.137,0.001
"Decarb",2035,"SWED","Sweden",2.15,0.703,0.229
"Decarb",2035,"SWIT","Switzerland",3.33,1.744,0.296
"Decarb",2035,"TAIW","Taiwan",5.8,4.707,0.028
"Decarb",2035,"TANZ","United Republic of Tanzania",0.97,0.893,0.075
"Decarb",2035,"THAI","Thailand",2.17,1.726,0.498
"Decarb",2035,"TURK","Turkey",5.27,2.815,1.021
"Decarb",2035,"UKRA","Ukraine",3,1.037,1.347
"Decarb",2035,"UNKI","United Kingdom",2.61,1.491,1.599
"Decarb",2035,"URUG","Uruguay",0.88,0.713,0.051
"Decarb",2035,"USAM","United States of America",1.97,1.813,0.537
"Decarb",2035,"VENE","Venezuela (Bolivarian Republic of)",1.79,1.676,0.057
"Decarb",2035,"VIET","Vietnam",4.91,3.862,0.779
"Decarb",2035,"WAFR","Western Africa (excl Nigeria)",1.36,1.192,0.059
"Baseline",2040,"AFGH","Afghanistan",62.03,61.176,2.484
"Baseline",2040,"ALBA","Albania",8.89,5.745,0.716
"Baseline",2040,"ARGE","Argentina",3.53,3.048,0.39
"Baseline",2040,"ARME","Armenia",10.16,6.357,0.441
"Baseline",2040,"AUST","Austria",4.69,1.831,1.372
"Baseline",2040,"AUTR","Australia",1.93,1.845,0.044
"Baseline",2040,"AZER","Azerbaijan",8.16,4.711,1.446
"Baseline",2040,"BANG","Bangladesh",54.26,34.727,1.722
"Baseline",2040,"BELA","Belarus",6.81,3.626,1.475
"Baseline",2040,"BELG","Belgium",6.02,2.329,1.926
"Baseline",2040,"BHUT","Bhutan",14.52,8.734,0.772
"Baseline",2040,"BOHE","Bosnia and Herzegovina",10.22,7.266,1.633
"Baseline",2040,"BOLV","Bolivia (Plurinational State of)",3.49,3.374,0.005
"Baseline",2040,"BRAZ","Brazil",6.05,5.979,1.343
"Baseline",2040,"BRUN","Brunei Darussalam",5.56,3.308,0.12
"Baseline",2040,"BULG","Bulgaria",5.88,2.427,0.881
"Baseline",2040,"CAMB","Cambodia",8.76,6.038,0.275
"Baseline",2040,"CANA","Canada",6.47,5.048,0.202
"Baseline",2040,"CARB","Caribbean",4.16,4.004,0.188
"Baseline",2040,"CEAM","Central America",7.36,7.262,0.022
"Baseline",2040,"CHIL","Chile",15.76,15.646,0.171
"Baseline",2040,"CHIN","China",21.84,20.947,14.123
"Baseline",2040,"COLO","Colombia",6.75,6.491,0.028
"Baseline",2040,"CROA","Croatia",5.77,1.825,1.018
"Baseline",2040,"CYPR","Cyprus",6.45,0.484,0.002
"Baseline",2040,"CZRE","Czech Republic",6.27,3.212,2.249
"Baseline",2040,"DENM","Denmark",3.85,1.38,0.496
"Baseline",2040,"EAFR","Eastern Africa (excl Kenya, Tanzania)",8.42,7.474,0.535
"Baseline",2040,"ECUA","Ecuador",3.95,3.796,0.008
"Baseline",2040,"EGYP","Egypt",19.36,17.525,2.042
"Baseline",2040,"ESTO","Estonia",3.26,1,0.053
"Baseline",2040,"FINL","Finland",2.73,1.064,0.181
"Baseline",2040,"FRAN","France",5.06,3.126,5.507
"Baseline",2040,"GEOR","Georgia",6.83,3.932,0.372
"Baseline",2040,"GERM","Germany",4.71,2.473,8.529
"Baseline",2040,"GREE","Greece",6.76,2.717,0.608
"Baseline",2040,"HUNG","Hungary",6.98,3.206,2.435
"Baseline",2040,"ICEL","Iceland",3.09,2.219,0.027
"Baseline",2040,"INDI","India",35.48,29.333,37.582
"Baseline",2040,"INDO","Indonesia",50.2,49.936,5.495
"Baseline",2040,"IRAN","Iran",28.86,27.838,2.5
"Baseline",2040,"IREL","Ireland",2.22,0.788,0.187
"Baseline",2040,"ISRA","Israel",14.72,11.536,1.025
"Baseline",2040,"ITAL","Italy",7.27,4.509,3.239
"Baseline",2040,"JAPA","Japan",6.1,4.996,0.033
"Baseline",2040,"KENY","Kenya",9.23,8.664,0.338
"Baseline",2040,"KORS","Republic of Korea",21.12,13.162,0.93
"Baseline",2040,"KOSO","Kosovo",16.26,12.894,0.814
"Baseline",2040,"LAOS","Laos",6.3,2.803,0.395
"Baseline",2040,"LATV","Latvia",4.49,1.919,0.191
"Baseline",2040,"LITH","Lithuania",4.24,1.217,0.349
"Baseline",2040,"LUXE","Luxembourg",4.36,0.66,0.047
"Baseline",2040,"MACE","TFYR Macedonia",9,5.884,0.653
"Baseline",2040,"MALA","Malaysia",30.21,28.767,8.601
"Baseline",2040,"MALT","Malta",7.95,1.224,0
"Baseline",2040,"MEXI","Mexico",9.98,9.75,0.046
"Baseline",2040,"MIDE","Middle East",12.67,10.618,4.435
"Baseline",2040,"MOLD","Republic of Moldova",8.41,3.631,0.267
"Baseline",2040,"MONG","Mongolia",9.7,9.451,0.145
"Baseline",2040,"MONT","Montenegro",9.17,6.199,0.108
"Baseline",2040,"MYAN","Myanmar",9.22,6.711,0.33
"Baseline",2040,"NAFR","Northern Africa (excl Egypt)",15.63,15.017,0.557
"Baseline",2040,"NEPA","Nepal",43.81,31.099,2.206
"Baseline",2040,"NETH","Netherlands",6.15,2.271,1.667
"Baseline",2040,"NIGE","Nigeria",18.5,18.093,1.115
"Baseline",2040,"NORW","Norway",2.29,1,0.288
"Baseline",2040,"NZEL","New Zealand",1.18,1.12,0
"Baseline",2040,"PAKI","Pakistan",52.7,47.365,7.153
"Baseline",2040,"PARA","Paraguay",5.11,4.132,0.023
"Baseline",2040,"PERU","Peru",12.46,12.193,0.192
"Baseline",2040,"PHIL","Philippines",11.13,11.038,0.572
"Baseline",2040,"POLA","Poland",5.72,3.07,5.349
"Baseline",2040,"PORT","Portugal",4.84,2.573,0.072
"Baseline",2040,"ROMA","Romania",7.99,4.775,3.164
"Baseline",2040,"RSAF","Remaining Southern Africa",6.26,5.977,0.794
"Baseline",2040,"RUSS","Russian Federation",7.48,5.687,6.634
"Baseline",2040,"SAAR","Saudi Arabia",7.46,4.572,1.277
"Baseline",2040,"SAFR","South Africa",7.21,6.601,0.241
"Baseline",2040,"SERB","Serbia",9.73,6.258,3.456
"Baseline",2040,"SING","Singapore",13.84,2.946,0.462
"Baseline",2040,"SKRE","Slovakia",5.54,1.78,1.029
"Baseline",2040,"SLOV","Slovenia",8.57,5.095,0.699
"Baseline",2040,"SPAI","Spain",5.03,2.647,0.887
"Baseline",2040,"SRIL","Sri Lanka",7.99,7.387,0.006
"Baseline",2040,"SWED","Sweden",2.84,0.895,0.399
"Baseline",2040,"SWIT","Switzerland",5.17,2.898,0.435
"Baseline",2040,"TAIW","Taiwan",16.47,14.817,0.082
"Baseline",2040,"TANZ","United Republic of Tanzania",7.66,7.269,0.481
"Baseline",2040,"THAI","Thailand",11.19,9.765,3.024
"Baseline",2040,"TURK","Turkey",12.15,9.118,5.456
"Baseline",2040,"UKRA","Ukraine",7.39,4.259,6.745
"Baseline",2040,"UNKI","United Kingdom",3.95,2.46,2.817
"Baseline",2040,"URUG","Uruguay",4.2,3.699,0.206
"Baseline",2040,"USAM","United States of America",4.49,4.195,1.445
"Baseline",2040,"VENE","Venezuela (Bolivarian Republic of)",7.95,7.724,0.211
"Baseline",2040,"VIET","Vietnam",22.12,19.526,3.577
"Baseline",2040,"WAFR","Western Africa (excl Nigeria)",8.85,8.04,0.338
"Decarb",2040,"AFGH","Afghanistan",6.81,6.662,0.285
"Decarb",2040,"ALBA","Albania",3.7,1.397,0.172
"Decarb",2040,"ARGE","Argentina",1.02,0.857,0.083
"Decarb",2040,"ARME","Armenia",5.18,2.843,0.268
"Decarb",2040,"AUST","Austria",2.75,0.981,0.63
"Decarb",2040,"AUTR","Australia",0.73,0.643,0.014
"Decarb",2040,"AZER","Azerbaijan",3.62,1.197,0.421
"Decarb",2040,"BANG","Bangladesh",10.9,6.761,0.41
"Decarb",2040,"BELA","Belarus",2.61,0.82,0.362
"Decarb",2040,"BELG","Belgium",3.34,1.095,0.783
"Decarb",2040,"BHUT","Bhutan",2.53,1.123,0.063
"Decarb",2040,"BOHE","Bosnia and Herzegovina",3.22,1.313,0.392
"Decarb",2040,"BOLV","Bolivia (Plurinational State of)",0.8,0.75,0.001
"Decarb",2040,"BRAZ","Brazil",1.61,1.542,0.357
"Decarb",2040,"BRUN","Brunei Darussalam",1.03,0.479,0.018
"Decarb",2040,"BULG","Bulgaria",2.68,0.734,0.24
"Decarb",2040,"CAMB","Cambodia",1.2,0.705,0.052
"Decarb",2040,"CANA","Canada",2.05,1.51,0.08
"Decarb",2040,"CARB","Caribbean",0.77,0.631,0.026
"Decarb",2040,"CEAM","Central America",1.08,1.026,0.003
"Decarb",2040,"CHIL","Chile",4.68,4.622,0.085
"Decarb",2040,"CHIN","China",8.78,8.169,5.28
"Decarb",2040,"COLO","Colombia",1.65,1.566,0.005
"Decarb",2040,"CROA","Croatia",2.87,0.631,0.355
"Decarb",2040,"CYPR","Cyprus",4.31,0.19,0.001
"Decarb",2040,"CZRE","Czech Republic",3.33,1.61,1.044
"Decarb",2040,"DENM","Denmark",2.15,0.648,0.218
"Decarb",2040,"EAFR","Eastern Africa (excl Kenya, Tanzania)",0.81,0.629,0.035
"Decarb",2040,"ECUA","Ecuador",0.88,0.786,0.001
"Decarb",2040,"EGYP","Egypt",3.41,2.581,0.369
"Decarb",2040,"ESTO","Estonia",1.96,0.502,0.023
"Decarb",2040,"FINL","Finland",1.75,0.503,0.071
"Decarb",2040,"FRAN","France",3.35,1.961,3.198
"Decarb",2040,"GEOR","Georgia",3.39,1.771,0.17
"Decarb",2040,"GERM","Germany",2.7,1.346,4.425
"Decarb",2040,"GREE","Greece",4.64,1.735,0.231
"Decarb",2040,"HUNG","Hungary",3.71,1.762,1.145
"Decarb",2040,"ICEL","Iceland",2.56,1.693,0.022
"Decarb",2040,"INDI","India",7.44,6.441,8.434
"Decarb",2040,"INDO","Indonesia",7.12,6.925,0.536
"Decarb",2040,"IRAN","Iran",4.5,4.288,0.468
"Decarb",2040,"IREL","Ireland",1.56,0.482,0.093
"Decarb",2040,"ISRA","Israel",3.66,2.905,0.15
"Decarb",2040,"ITAL","Italy",4.9,2.529,1.541
"Decarb",2040,"JAPA","Japan",2.73,2.063,0.012
"Decarb",2040,"KENY","Kenya",1.62,1.549,0.05
"Decarb",2040,"KORS","Republic of Korea",8.94,5.463,0.387
"Decarb",2040,"KOSO","Kosovo",3.65,1.657,0.184
"Decarb",2040,"LAOS","Laos",1.08,0.362,0.052
"Decarb",2040,"LATV","Latvia",2.25,0.758,0.09
"Decarb",2040,"LITH","Lithuania",2.09,0.484,0.11
"Decarb",2040,"LUXE","Luxembourg",2.6,0.439,0.018
"Decarb",2040,"MACE","TFYR Macedonia",3.16,1.347,0.207
"Decarb",2040,"MALA","Malaysia",5,4.597,1.473
"Decarb",2040,"MALT","Malta",6.65,0.407,0
"Decarb",2040,"MEXI","Mexico",2.21,2.105,0.01
"Decarb",2040,"MIDE","Middle East",2.02,1.5,0.816
"Decarb",2040,"MOLD","Republic of Moldova",2.83,0.628,0.053
"Decarb",2040,"MONG","Mongolia",1.46,1.394,0.036
"Decarb",2040,"MONT","Montenegro",3.09,0.951,0.03
"Decarb",2040,"MYAN","Myanmar",1.52,1.014,0.071
"Decarb",2040,"NAFR","Northern Africa (excl Egypt)",1.75,1.213,0.079
"Decarb",2040,"NEPA","Nepal",7.2,4.445,0.377
"Decarb",2040,"NETH","Netherlands",3.49,1.212,0.767
"Decarb",2040,"NIGE","Nigeria",1.4,1.288,0.139
"Decarb",2040,"NORW","Norway",1.43,0.349,0.057
"Decarb",2040,"NZEL","New Zealand",0.37,0.313,0
"Decarb",2040,"PAKI","Pakistan",6.96,5.894,0.976
"Decarb",2040,"PARA","Paraguay",0.92,0.675,0.004
"Decarb",2040,"PERU","Peru",2.6,2.418,0.081
"Decarb",2040,"PHIL","Philippines",1.78,1.697,0.107
"Decarb",2040,"POLA","Poland",2.69,1.161,1.795
"Decarb",2040,"PORT","Portugal",3.31,1.318,0.028
"Decarb",2040,"ROMA","Romania",3.5,1.761,1.107
"Decarb",2040,"RSAF","Remaining Southern Africa",0.67,0.551,0.105
"Decarb",2040,"RUSS","Russian Federation",2.94,1.605,1.499
"Decarb",2040,"SAAR","Saudi Arabia",1.24,0.563,0.222
"Decarb",2040,"SAFR","South Africa",1.61,1.483,0.088
"Decarb",2040,"SERB","Serbia",3.25,1.323,1.046
"Decarb",2040,"SING","Singapore",2.36,0.561,0.114
"Decarb",2040,"SKRE","Slovakia",2.9,0.913,0.408
"Decarb",2040,"SLOV","Slovenia",3.61,1.484,0.22
"Decarb",2040,"SPAI","Spain",3.63,1.396,0.406
"Decarb",2040,"SRIL","Sri Lanka",1.23,1.041,0.001
"Decarb",2040,"SWED","Sweden",2.03,0.668,0.208
"Decarb",2040,"SWIT","Switzerland",3,1.564,0.261
"Decarb",2040,"TAIW","Taiwan",5.34,4.32,0.025
"Decarb",2040,"TANZ","United Republic of Tanzania",0.85,0.792,0.064
"Decarb",2040,"THAI","Thailand",1.93,1.556,0.397
"Decarb",2040,"TURK","Turkey",4.97,2.477,0.903
"Decarb",2040,"UKRA","Ukraine",2.79,0.936,1.216
"Decarb",2040,"UNKI","United Kingdom",2.39,1.349,1.427
"Decarb",2040,"URUG","Uruguay",0.7,0.546,0.044
